"county","category","sale.dollars","sale.volume","high.school","bachelor","unemployment","income","population","pop.white","pop.black","pop.indian","pop.asian","pop.hawai","pop.other","pop.multi"
"Plymouth","Misc",133600,7423,92.1,19.5,3.6,34581,24972,23828,122,46,142,58,505,271
"Plymouth","Schnapps",90247,6991,92.1,19.5,3.6,34581,24972,23828,122,46,142,58,505,271
"Plymouth","Amaretto",4931,510,92.1,19.5,3.6,34581,24972,23828,122,46,142,58,505,271
"Pocahontas","Misc",20774,1245,93.2,16.9,4.8,30786,7061,6778,103,6,16,10,49,99
"Pocahontas","Gin",7326,813,93.2,16.9,4.8,30786,7061,6778,103,6,16,10,49,99
"Pocahontas","Rum",60112,4487,93.2,16.9,4.8,30786,7061,6778,103,6,16,10,49,99
"Pocahontas","Whisky",137378,11377,93.2,16.9,4.8,30786,7061,6778,103,6,16,10,49,99
"Pocahontas","Tequila",8547,522,93.2,16.9,4.8,30786,7061,6778,103,6,16,10,49,99
"Pocahontas","Amaretto",1703,239,93.2,16.9,4.8,30786,7061,6778,103,6,16,10,49,99
"Pocahontas","Distilled Spirits",1217,57,93.2,16.9,4.8,30786,7061,6778,103,6,16,10,49,99
"Pocahontas","Brandy",6018,499,93.2,16.9,4.8,30786,7061,6778,103,6,16,10,49,99
"Pocahontas","Vodka",69946,8537,93.2,16.9,4.8,30786,7061,6778,103,6,16,10,49,99
"Pocahontas","Schnapps",16076,1342,93.2,16.9,4.8,30786,7061,6778,103,6,16,10,49,99
"Polk","Brandy",2661985,114798,91.7,35.6,5.2,35121,459159,390415,29390,1277,18813,366,6735,12163
"Polk","Vodka",16434338,1288859,91.7,35.6,5.2,35121,459159,390415,29390,1277,18813,366,6735,12163
"Polk","Amaretto",211535,17655,91.7,35.6,5.2,35121,459159,390415,29390,1277,18813,366,6735,12163
"Polk","Rum",6905429,487875,91.7,35.6,5.2,35121,459159,390415,29390,1277,18813,366,6735,12163
"Polk","Whisky",20496221,1084197,91.7,35.6,5.2,35121,459159,390415,29390,1277,18813,366,6735,12163
"Polk","Distilled Spirits",265531,20152,91.7,35.6,5.2,35121,459159,390415,29390,1277,18813,366,6735,12163
"Polk","Tequila",4764464,276985,91.7,35.6,5.2,35121,459159,390415,29390,1277,18813,366,6735,12163
"Polk","Misc",5464019,302997,91.7,35.6,5.2,35121,459159,390415,29390,1277,18813,366,6735,12163
"Polk","Schnapps",1859058,132832,91.7,35.6,5.2,35121,459159,390415,29390,1277,18813,366,6735,12163
"Polk","Gin",1997056,137088,91.7,35.6,5.2,35121,459159,390415,29390,1277,18813,366,6735,12163
"Pottawattamie","Rum",1333010,94084,90,20.7,4.9,31657,93198,87907,1352,304,636,5,1240,1754
"Pottawattamie","Schnapps",489324,32581,90,20.7,4.9,31657,93198,87907,1352,304,636,5,1240,1754
"Pottawattamie","Vodka",1952363,174938,90,20.7,4.9,31657,93198,87907,1352,304,636,5,1240,1754
"Pottawattamie","Brandy",211829,12081,90,20.7,4.9,31657,93198,87907,1352,304,636,5,1240,1754
"Pottawattamie","Gin",209504,15392,90,20.7,4.9,31657,93198,87907,1352,304,636,5,1240,1754
"Pottawattamie","Tequila",680931,36452,90,20.7,4.9,31657,93198,87907,1352,304,636,5,1240,1754
"Pottawattamie","Distilled Spirits",65922,6113,90,20.7,4.9,31657,93198,87907,1352,304,636,5,1240,1754
"Pottawattamie","Whisky",3366132,191260,90,20.7,4.9,31657,93198,87907,1352,304,636,5,1240,1754
"Pottawattamie","Misc",1008737,57186,90,20.7,4.9,31657,93198,87907,1352,304,636,5,1240,1754
"Pottawattamie","Amaretto",48313,4665,90,20.7,4.9,31657,93198,87907,1352,304,636,5,1240,1754
"Poweshiek","Brandy",32554,2520,93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227
"Poweshiek","Schnapps",63570,4699,93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227
"Poweshiek","Rum",182193,12971,93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227
"Poweshiek","Amaretto",5463,551,93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227
"Poweshiek","Misc",106197,5916,93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227
"Poweshiek","Whisky",547662,34216,93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227
"Poweshiek","Vodka",269660,25468,93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227
"Poweshiek","Tequila",64016,4019,93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227
"Poweshiek","Distilled Spirits",5441,279,93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227
"Poweshiek","Gin",34843,2742,93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227
"Ringgold","Vodka",24291,2493,90.8,19.3,5.3,27585,5054,4911,11,20,21,0,57,34
"Ringgold","Brandy",2324,220,90.8,19.3,5.3,27585,5054,4911,11,20,21,0,57,34
"Ringgold","Whisky",64896,4424,90.8,19.3,5.3,27585,5054,4911,11,20,21,0,57,34
"Ringgold","Gin",2131,203,90.8,19.3,5.3,27585,5054,4911,11,20,21,0,57,34
"Ringgold","Tequila",5716,418,90.8,19.3,5.3,27585,5054,4911,11,20,21,0,57,34
"Ringgold","Amaretto",1355,152,90.8,19.3,5.3,27585,5054,4911,11,20,21,0,57,34
"Ringgold","Misc",15809,1116,90.8,19.3,5.3,27585,5054,4911,11,20,21,0,57,34
"Ringgold","Distilled Spirits",798,42,90.8,19.3,5.3,27585,5054,4911,11,20,21,0,57,34
"Ringgold","Schnapps",9758,822,90.8,19.3,5.3,27585,5054,4911,11,20,21,0,57,34
"Ringgold","Rum",12194,920,90.8,19.3,5.3,27585,5054,4911,11,20,21,0,57,34
"Sac","Rum",95358,6530,91.7,19.3,3.9,30292,10034,9800,60,0,0,4,52,118
"Sac","Distilled Spirits",3109,307,91.7,19.3,3.9,30292,10034,9800,60,0,0,4,52,118
"Sac","Vodka",93974,9762,91.7,19.3,3.9,30292,10034,9800,60,0,0,4,52,118
"Sac","Tequila",23763,1370,91.7,19.3,3.9,30292,10034,9800,60,0,0,4,52,118
"Sac","Whisky",233914,18749,91.7,19.3,3.9,30292,10034,9800,60,0,0,4,52,118
"Sac","Misc",32237,1997,91.7,19.3,3.9,30292,10034,9800,60,0,0,4,52,118
"Sac","Amaretto",3312,468,91.7,19.3,3.9,30292,10034,9800,60,0,0,4,52,118
"Sac","Gin",8402,686,91.7,19.3,3.9,30292,10034,9800,60,0,0,4,52,118
"Sac","Brandy",9753,865,91.7,19.3,3.9,30292,10034,9800,60,0,0,4,52,118
"Sac","Schnapps",24668,2021,91.7,19.3,3.9,30292,10034,9800,60,0,0,4,52,118
"Scott","Rum",2260380,162336,93,31.9,4.9,32582,171116,146989,13254,503,4126,17,1858,4369
"Scott","Amaretto",80034,7766,93,31.9,4.9,32582,171116,146989,13254,503,4126,17,1858,4369
"Scott","Tequila",1549269,85234,93,31.9,4.9,32582,171116,146989,13254,503,4126,17,1858,4369
"Scott","Schnapps",913441,63073,93,31.9,4.9,32582,171116,146989,13254,503,4126,17,1858,4369
"Scott","Misc",1787323,100069,93,31.9,4.9,32582,171116,146989,13254,503,4126,17,1858,4369
"Scott","Vodka",4988165,409536,93,31.9,4.9,32582,171116,146989,13254,503,4126,17,1858,4369
"Scott","Gin",673412,48838,93,31.9,4.9,32582,171116,146989,13254,503,4126,17,1858,4369
"Scott","Distilled Spirits",86921,6882,93,31.9,4.9,32582,171116,146989,13254,503,4126,17,1858,4369
"Scott","Whisky",5934418,322709,93,31.9,4.9,32582,171116,146989,13254,503,4126,17,1858,4369
"Scott","Brandy",1030088,46655,93,31.9,4.9,32582,171116,146989,13254,503,4126,17,1858,4369
"Shelby","Amaretto",2298,274,91.3,21.1,3.3,28962,11944,11484,49,16,37,0,211,147
"Shelby","Tequila",39204,2576,91.3,21.1,3.3,28962,11944,11484,49,16,37,0,211,147
"Shelby","Misc",58511,3392,91.3,21.1,3.3,28962,11944,11484,49,16,37,0,211,147
"Shelby","Vodka",130789,12612,91.3,21.1,3.3,28962,11944,11484,49,16,37,0,211,147
"Shelby","Whisky",317777,21005,91.3,21.1,3.3,28962,11944,11484,49,16,37,0,211,147
"Shelby","Rum",133176,9941,91.3,21.1,3.3,28962,11944,11484,49,16,37,0,211,147
"Shelby","Gin",10047,656,91.3,21.1,3.3,28962,11944,11484,49,16,37,0,211,147
"Shelby","Schnapps",36161,2632,91.3,21.1,3.3,28962,11944,11484,49,16,37,0,211,147
"Shelby","Brandy",11257,874,91.3,21.1,3.3,28962,11944,11484,49,16,37,0,211,147
"Shelby","Distilled Spirits",2589,121,91.3,21.1,3.3,28962,11944,11484,49,16,37,0,211,147
"Sioux","Amaretto",8377,757,89.9,26.9,1.8,28100,34621,32150,146,81,246,4,1609,385
"Sioux","Schnapps",75755,5529,89.9,26.9,1.8,28100,34621,32150,146,81,246,4,1609,385
"Sioux","Distilled Spirits",3775,170,89.9,26.9,1.8,28100,34621,32150,146,81,246,4,1609,385
"Sioux","Tequila",65670,3625,89.9,26.9,1.8,28100,34621,32150,146,81,246,4,1609,385
"Sioux","Whisky",567099,40635,89.9,26.9,1.8,28100,34621,32150,146,81,246,4,1609,385
"Sioux","Brandy",26244,2082,89.9,26.9,1.8,28100,34621,32150,146,81,246,4,1609,385
"Sioux","Misc",107037,6306,89.9,26.9,1.8,28100,34621,32150,146,81,246,4,1609,385
"Sioux","Vodka",258135,24058,89.9,26.9,1.8,28100,34621,32150,146,81,246,4,1609,385
"Sioux","Gin",17898,1412,89.9,26.9,1.8,28100,34621,32150,146,81,246,4,1609,385
"Sioux","Rum",288394,19851,89.9,26.9,1.8,28100,34621,32150,146,81,246,4,1609,385
"Story","Misc",701637,41109,96.3,50.3,5.2,18959,94834,83040,2136,211,6523,29,320,2575
"Story","Rum",1232907,93260,96.3,50.3,5.2,18959,94834,83040,2136,211,6523,29,320,2575
"Story","Whisky",2954904,173036,96.3,50.3,5.2,18959,94834,83040,2136,211,6523,29,320,2575
"Story","Distilled Spirits",72822,7539,96.3,50.3,5.2,18959,94834,83040,2136,211,6523,29,320,2575
"Story","Brandy",204617,10873,96.3,50.3,5.2,18959,94834,83040,2136,211,6523,29,320,2575
"Story","Vodka",1957133,170121,96.3,50.3,5.2,18959,94834,83040,2136,211,6523,29,320,2575
"Story","Tequila",423175,26727,96.3,50.3,5.2,18959,94834,83040,2136,211,6523,29,320,2575
"Story","Gin",264935,19869,96.3,50.3,5.2,18959,94834,83040,2136,211,6523,29,320,2575
"Story","Amaretto",34069,3339,96.3,50.3,5.2,18959,94834,83040,2136,211,6523,29,320,2575
"Story","Schnapps",258827,18716,96.3,50.3,5.2,18959,94834,83040,2136,211,6523,29,320,2575
"Tama","Misc",51452,3110,90.6,16.3,5.7,31113,17423,15442,88,1290,60,9,214,320
"Tama","Brandy",26378,2148,90.6,16.3,5.7,31113,17423,15442,88,1290,60,9,214,320
"Tama","Whisky",243632,16779,90.6,16.3,5.7,31113,17423,15442,88,1290,60,9,214,320
"Tama","Amaretto",1628,196,90.6,16.3,5.7,31113,17423,15442,88,1290,60,9,214,320
"Tama","Tequila",32249,2131,90.6,16.3,5.7,31113,17423,15442,88,1290,60,9,214,320
"Tama","Rum",86530,6228,90.6,16.3,5.7,31113,17423,15442,88,1290,60,9,214,320
"Tama","Schnapps",37488,3474,90.6,16.3,5.7,31113,17423,15442,88,1290,60,9,214,320
"Tama","Distilled Spirits",2046,114,90.6,16.3,5.7,31113,17423,15442,88,1290,60,9,214,320
"Tama","Gin",10040,913,90.6,16.3,5.7,31113,17423,15442,88,1290,60,9,214,320
"Tama","Vodka",131247,14014,90.6,16.3,5.7,31113,17423,15442,88,1290,60,9,214,320
"Taylor","Gin",1060,106,90.9,13.6,3.3,30590,6209,5960,12,16,44,0,131,46
"Taylor","Vodka",19477,2311,90.9,13.6,3.3,30590,6209,5960,12,16,44,0,131,46
"Taylor","Misc",7434,510,90.9,13.6,3.3,30590,6209,5960,12,16,44,0,131,46
"Taylor","Distilled Spirits",275,13,90.9,13.6,3.3,30590,6209,5960,12,16,44,0,131,46
"Taylor","Brandy",1594,139,90.9,13.6,3.3,30590,6209,5960,12,16,44,0,131,46
"Taylor","Tequila",5730,319,90.9,13.6,3.3,30590,6209,5960,12,16,44,0,131,46
"Taylor","Amaretto",1021,70,90.9,13.6,3.3,30590,6209,5960,12,16,44,0,131,46
"Taylor","Rum",12792,838,90.9,13.6,3.3,30590,6209,5960,12,16,44,0,131,46
"Taylor","Whisky",50673,3431,90.9,13.6,3.3,30590,6209,5960,12,16,44,0,131,46
"Taylor","Schnapps",4789,416,90.9,13.6,3.3,30590,6209,5960,12,16,44,0,131,46
"Union","Whisky",418168,27005,91.9,16.4,4.1,27422,12539,12208,124,35,81,7,0,84
"Union","Gin",20810,1899,91.9,16.4,4.1,27422,12539,12208,124,35,81,7,0,84
"Union","Misc",83783,4797,91.9,16.4,4.1,27422,12539,12208,124,35,81,7,0,84
"Union","Tequila",40951,2823,91.9,16.4,4.1,27422,12539,12208,124,35,81,7,0,84
"Union","Amaretto",7771,826,91.9,16.4,4.1,27422,12539,12208,124,35,81,7,0,84
"Union","Vodka",165844,17279,91.9,16.4,4.1,27422,12539,12208,124,35,81,7,0,84
"Union","Brandy",16961,1459,91.9,16.4,4.1,27422,12539,12208,124,35,81,7,0,84
"Union","Rum",119065,8590,91.9,16.4,4.1,27422,12539,12208,124,35,81,7,0,84
"Union","Schnapps",40514,3355,91.9,16.4,4.1,27422,12539,12208,124,35,81,7,0,84
"Union","Distilled Spirits",5221,241,91.9,16.4,4.1,27422,12539,12208,124,35,81,7,0,84
"Van Buren","Whisky",83594,5163,88.3,12.7,3.7,29712,7380,7229,43,7,3,0,6,92
"Van Buren","Gin",2939,152,88.3,12.7,3.7,29712,7380,7229,43,7,3,0,6,92
"Van Buren","Vodka",35484,3426,88.3,12.7,3.7,29712,7380,7229,43,7,3,0,6,92
"Van Buren","Rum",27710,2023,88.3,12.7,3.7,29712,7380,7229,43,7,3,0,6,92
"Van Buren","Brandy",1880,162,88.3,12.7,3.7,29712,7380,7229,43,7,3,0,6,92
"Van Buren","Tequila",5630,332,88.3,12.7,3.7,29712,7380,7229,43,7,3,0,6,92
"Van Buren","Misc",9750,547,88.3,12.7,3.7,29712,7380,7229,43,7,3,0,6,92
"Van Buren","Schnapps",15390,1110,88.3,12.7,3.7,29712,7380,7229,43,7,3,0,6,92
"Van Buren","Distilled Spirits",625,34,88.3,12.7,3.7,29712,7380,7229,43,7,3,0,6,92
"Van Buren","Amaretto",390,51,88.3,12.7,3.7,29712,7380,7229,43,7,3,0,6,92
"Wapello","Whisky",908443,55017,86.3,17.6,7,27318,35242,32003,831,68,323,95,1446,476
"Wapello","Brandy",68125,3971,86.3,17.6,7,27318,35242,32003,831,68,323,95,1446,476
"Wapello","Vodka",475947,45393,86.3,17.6,7,27318,35242,32003,831,68,323,95,1446,476
"Wapello","Misc",213075,12056,86.3,17.6,7,27318,35242,32003,831,68,323,95,1446,476
"Wapello","Tequila",158762,9115,86.3,17.6,7,27318,35242,32003,831,68,323,95,1446,476
"Wapello","Gin",48920,3910,86.3,17.6,7,27318,35242,32003,831,68,323,95,1446,476
"Wapello","Rum",353065,24246,86.3,17.6,7,27318,35242,32003,831,68,323,95,1446,476
"Wapello","Distilled Spirits",21825,1952,86.3,17.6,7,27318,35242,32003,831,68,323,95,1446,476
"Wapello","Amaretto",8506,807,86.3,17.6,7,27318,35242,32003,831,68,323,95,1446,476
"Wapello","Schnapps",157598,11677,86.3,17.6,7,27318,35242,32003,831,68,323,95,1446,476
"Warren","Whisky",759226,48395,95.6,28.8,5.2,36543,48170,46619,193,113,230,51,200,764
"Warren","Vodka",524316,49683,95.6,28.8,5.2,36543,48170,46619,193,113,230,51,200,764
"Warren","Tequila",102435,7707,95.6,28.8,5.2,36543,48170,46619,193,113,230,51,200,764
"Warren","Schnapps",64437,4501,95.6,28.8,5.2,36543,48170,46619,193,113,230,51,200,764
"Warren","Distilled Spirits",12858,583,95.6,28.8,5.2,36543,48170,46619,193,113,230,51,200,764
"Warren","Misc",203044,12041,95.6,28.8,5.2,36543,48170,46619,193,113,230,51,200,764
"Warren","Brandy",25214,1933,95.6,28.8,5.2,36543,48170,46619,193,113,230,51,200,764
"Warren","Rum",325306,23426,95.6,28.8,5.2,36543,48170,46619,193,113,230,51,200,764
"Warren","Amaretto",5518,668,95.6,28.8,5.2,36543,48170,46619,193,113,230,51,200,764
"Warren","Gin",49678,4141,95.6,28.8,5.2,36543,48170,46619,193,113,230,51,200,764
"Washington","Distilled Spirits",7768,701,90.8,20.9,4.2,31092,22115,21332,195,49,103,11,178,247
"Washington","Amaretto",5042,514,90.8,20.9,4.2,31092,22115,21332,195,49,103,11,178,247
"Washington","Schnapps",68343,5320,90.8,20.9,4.2,31092,22115,21332,195,49,103,11,178,247
"Washington","Rum",202795,14238,90.8,20.9,4.2,31092,22115,21332,195,49,103,11,178,247
"Washington","Whisky",597736,36989,90.8,20.9,4.2,31092,22115,21332,195,49,103,11,178,247
"Washington","Tequila",67540,3620,90.8,20.9,4.2,31092,22115,21332,195,49,103,11,178,247
"Washington","Brandy",32468,2012,90.8,20.9,4.2,31092,22115,21332,195,49,103,11,178,247
"Washington","Misc",132244,6995,90.8,20.9,4.2,31092,22115,21332,195,49,103,11,178,247
"Washington","Gin",35693,2543,90.8,20.9,4.2,31092,22115,21332,195,49,103,11,178,247
"Washington","Vodka",278362,23263,90.8,20.9,4.2,31092,22115,21332,195,49,103,11,178,247
"Wayne","Brandy",1542,145,89.2,13.1,3,26887,6403,6264,41,21,4,0,0,73
"Wayne","Tequila",3306,228,89.2,13.1,3,26887,6403,6264,41,21,4,0,0,73
"Wayne","Misc",8677,602,89.2,13.1,3,26887,6403,6264,41,21,4,0,0,73
"Wayne","Whisky",48401,3269,89.2,13.1,3,26887,6403,6264,41,21,4,0,0,73
"Wayne","Gin",2629,248,89.2,13.1,3,26887,6403,6264,41,21,4,0,0,73
"Wayne","Rum",12854,947,89.2,13.1,3,26887,6403,6264,41,21,4,0,0,73
"Wayne","Distilled Spirits",712,37,89.2,13.1,3,26887,6403,6264,41,21,4,0,0,73
"Wayne","Amaretto",762,52,89.2,13.1,3,26887,6403,6264,41,21,4,0,0,73
"Wayne","Schnapps",6641,593,89.2,13.1,3,26887,6403,6264,41,21,4,0,0,73
"Wayne","Vodka",18898,1860,89.2,13.1,3,26887,6403,6264,41,21,4,0,0,73
"Webster","Tequila",204349,12497,90.6,20.6,6.6,25615,37050,33912,1672,140,433,3,380,510
"Webster","Amaretto",16008,1649,90.6,20.6,6.6,25615,37050,33912,1672,140,433,3,380,510
"Webster","Vodka",797751,72564,90.6,20.6,6.6,25615,37050,33912,1672,140,433,3,380,510
"Webster","Brandy",157302,8678,90.6,20.6,6.6,25615,37050,33912,1672,140,433,3,380,510
"Webster","Misc",323715,19383,90.6,20.6,6.6,25615,37050,33912,1672,140,433,3,380,510
"Webster","Whisky",1142636,76594,90.6,20.6,6.6,25615,37050,33912,1672,140,433,3,380,510
"Webster","Rum",524140,36895,90.6,20.6,6.6,25615,37050,33912,1672,140,433,3,380,510
"Webster","Gin",79048,6402,90.6,20.6,6.6,25615,37050,33912,1672,140,433,3,380,510
"Webster","Distilled Spirits",15528,808,90.6,20.6,6.6,25615,37050,33912,1672,140,433,3,380,510
"Webster","Schnapps",156437,10873,90.6,20.6,6.6,25615,37050,33912,1672,140,433,3,380,510
"Winnebago","Tequila",31700,1877,91,21.6,6.6,28874,10580,10088,79,81,119,1,40,172
"Winnebago","Vodka",146151,15020,91,21.6,6.6,28874,10580,10088,79,81,119,1,40,172
"Winnebago","Whisky",255964,19704,91,21.6,6.6,28874,10580,10088,79,81,119,1,40,172
"Winnebago","Misc",50938,2971,91,21.6,6.6,28874,10580,10088,79,81,119,1,40,172
"Winnebago","Rum",137615,10145,91,21.6,6.6,28874,10580,10088,79,81,119,1,40,172
"Winnebago","Distilled Spirits",3310,144,91,21.6,6.6,28874,10580,10088,79,81,119,1,40,172
"Winnebago","Gin",8734,703,91,21.6,6.6,28874,10580,10088,79,81,119,1,40,172
"Winnebago","Amaretto",3298,311,91,21.6,6.6,28874,10580,10088,79,81,119,1,40,172
"Winnebago","Schnapps",33579,2477,91,21.6,6.6,28874,10580,10088,79,81,119,1,40,172
"Winnebago","Brandy",17222,1412,91,21.6,6.6,28874,10580,10088,79,81,119,1,40,172
"Winneshiek","Misc",123091,6948,94.4,27.6,2.5,26460,20789,20124,178,41,244,0,72,130
"Winneshiek","Rum",197902,13310,94.4,27.6,2.5,26460,20789,20124,178,41,244,0,72,130
"Winneshiek","Whisky",430894,28228,94.4,27.6,2.5,26460,20789,20124,178,41,244,0,72,130
"Winneshiek","Vodka",302431,28006,94.4,27.6,2.5,26460,20789,20124,178,41,244,0,72,130
"Winneshiek","Schnapps",79322,6261,94.4,27.6,2.5,26460,20789,20124,178,41,244,0,72,130
"Winneshiek","Distilled Spirits",3864,175,94.4,27.6,2.5,26460,20789,20124,178,41,244,0,72,130
"Winneshiek","Amaretto",6755,629,94.4,27.6,2.5,26460,20789,20124,178,41,244,0,72,130
"Winneshiek","Gin",48167,3395,94.4,27.6,2.5,26460,20789,20124,178,41,244,0,72,130
"Winneshiek","Brandy",48442,4024,94.4,27.6,2.5,26460,20789,20124,178,41,244,0,72,130
"Winneshiek","Tequila",63072,4225,94.4,27.6,2.5,26460,20789,20124,178,41,244,0,72,130
"Woodbury","Brandy",396379,20792,85.7,21.7,5,27239,102426,88291,3149,1570,2832,133,3390,3061
"Woodbury","Schnapps",526066,34206,85.7,21.7,5,27239,102426,88291,3149,1570,2832,133,3390,3061
"Woodbury","Distilled Spirits",40457,3296,85.7,21.7,5,27239,102426,88291,3149,1570,2832,133,3390,3061
"Woodbury","Amaretto",37065,3158,85.7,21.7,5,27239,102426,88291,3149,1570,2832,133,3390,3061
"Woodbury","Whisky",3186676,195163,85.7,21.7,5,27239,102426,88291,3149,1570,2832,133,3390,3061
"Woodbury","Gin",208565,15069,85.7,21.7,5,27239,102426,88291,3149,1570,2832,133,3390,3061
"Woodbury","Misc",870036,48810,85.7,21.7,5,27239,102426,88291,3149,1570,2832,133,3390,3061
"Woodbury","Vodka",1864576,156863,85.7,21.7,5,27239,102426,88291,3149,1570,2832,133,3390,3061
"Woodbury","Rum",1295409,90890,85.7,21.7,5,27239,102426,88291,3149,1570,2832,133,3390,3061
"Woodbury","Tequila",721903,39378,85.7,21.7,5,27239,102426,88291,3149,1570,2832,133,3390,3061
"Worth","Whisky",75721,5707,92.3,15.3,6.3,28517,7562,7347,68,6,14,1,5,121
"Worth","Vodka",41310,4552,92.3,15.3,6.3,28517,7562,7347,68,6,14,1,5,121
"Worth","Amaretto",571,68,92.3,15.3,6.3,28517,7562,7347,68,6,14,1,5,121
"Worth","Gin",5099,386,92.3,15.3,6.3,28517,7562,7347,68,6,14,1,5,121
"Worth","Brandy",10054,785,92.3,15.3,6.3,28517,7562,7347,68,6,14,1,5,121
"Worth","Misc",19159,1228,92.3,15.3,6.3,28517,7562,7347,68,6,14,1,5,121
"Worth","Distilled Spirits",678,33,92.3,15.3,6.3,28517,7562,7347,68,6,14,1,5,121
"Worth","Tequila",11127,888,92.3,15.3,6.3,28517,7562,7347,68,6,14,1,5,121
"Worth","Rum",43419,3256,92.3,15.3,6.3,28517,7562,7347,68,6,14,1,5,121
"Worth","Schnapps",11315,769,92.3,15.3,6.3,28517,7562,7347,68,6,14,1,5,121
"Wright","Brandy",9258,749,90,17,6.2,30756,12891,12022,63,26,73,0,530,177
"Wright","Misc",46374,2730,90,17,6.2,30756,12891,12022,63,26,73,0,530,177
"Wright","Gin",10143,844,90,17,6.2,30756,12891,12022,63,26,73,0,530,177
"Wright","Rum",110098,7781,90,17,6.2,30756,12891,12022,63,26,73,0,530,177
"Wright","Tequila",33032,2024,90,17,6.2,30756,12891,12022,63,26,73,0,530,177
"Wright","Amaretto",2150,210,90,17,6.2,30756,12891,12022,63,26,73,0,530,177
"Wright","Schnapps",27088,2057,90,17,6.2,30756,12891,12022,63,26,73,0,530,177
"Wright","Vodka",156735,17132,90,17,6.2,30756,12891,12022,63,26,73,0,530,177
"Wright","Distilled Spirits",1452,69,90,17,6.2,30756,12891,12022,63,26,73,0,530,177
"Wright","Whisky",287821,21560,90,17,6.2,30756,12891,12022,63,26,73,0,530,177
